name,type
C-反应蛋白,检查
降钙素原,检查
流感,疾病
变应性鼻炎,疾病
病毒性上呼吸道感染,疾病
细菌性上呼吸道感染,疾病
曲霉菌病,疾病
曲霉菌,疾病
侵袭性曲霉菌病,疾病
过敏性支气管肺曲霉菌病,疾病
急性肺部曲霉菌病,疾病
侵袭性曲霉菌,疾病
同位素检查,检查
MG,疾病
新生儿一过性重症肌无力,疾病
呼吸道合胞病毒性肺炎,疾病
新生儿感染性肺炎,疾病
大肠埃希菌等肠道杆菌肺炎,疾病
GBS肺炎,疾病
李斯特菌肺炎,疾病
呼吸急促,
胸闷,
0.25%苯酚作防腐剂,
23—Valent pneumococcal polysaccharide vaccine,
乙类OTC,
23价肺炎球菌多糖,
Pneumococcal Vaccine Polyvalent,
Polysaccharide polyvalent Pneumococcal Vaccine,
呼吸道感染,
国家基本用药； 医保药品,
寒战,
有：活性成份：纯化肺炎球菌荚膜多糖：1,
氯化钠,
分离,
发热,
甲类OTC,
疫苗,
磷,
磷酸一钠,
糖,
磷酸二钠,
血管神经性水肿,
苯酚,
过敏反应,
过敏,
过敏样反应,
头痛,
肌痛,
肌痛神经系统头痛,
肺炎球菌多糖疫苗,
荨麻疹,疾病
刺痛,
计算机体层摄影CT检查,
消旋山莨菪碱,
叔胺基酯类合成抗胆碱药,
益气/其他中成药,
A—V现象,
呼吸道,
化脓性链球菌感染,
呼吸暂停,
低热,
发绀,
流感,
呼噜音,
抗生素,
新生儿,
缺氧,
青霉素,
B链球菌群,
细菌培养,
高热,
血管增生,
血管壁变薄,
Salbutamol Sulfate Sustained Capsules,
平喘药及慢阻肺用药,
硫酸沙丁胺醇,
支气管痉挛,
Goodpasture syndrome,
内科,
反复咯血,
可致,
毒综合征肺的出血,
窒息,
肺活检,
气管镜检查,
抗肾小球基底膜（GBM）抗体,
肺出血—肾炎综合征,
肾活检,
血清学检查,
代谢性碱中毒,疾病
酸中毒,
呼吸困难,
呼吸困难等,
HIV患者,
咳嗽,
干咳,
呼吸内科,
肺动脉栓塞综合征,
肺动脉,
回避疗法,
特异性试验,
过敏原的免疫治疗,
患特应性疾病的患者,
由IgE抗体介导的超敏反应,
15岁前患者,
Kartagener syndrome,
内脏逆位－鼻窦炎－支气管扩张综合征,
反复咳嗽,
可能为隐性或显性遗传,
发绀等,
咳痰,
传导性耳聋,
不孕症,疾病
咳脓痰带血丝,
家族性支气管扩张,
流涕,
头昏,
耳聋,疾病
Marie—Bamberger syndrome,
杵状指,
实验室检查,
结节,
X线检查,
全身性肥大性骨关节病,
慢性肺性骨关节病,
肺,
肺癌等,
肺性肥大性骨关节病,
肿胀,
乳腺癌,疾病
止痛治疗,
肩痛,
眼裂缩小等,
音哑,
原发肿瘤的治疗,
食管癌等引起,
肺尖肿瘤综合征,
上肢麻木,
麻木,
屠宰场工人,
分子生物学检测,
动物接种和病原体分离,
伯纳特立克次体引起,
压痛,
关节疼痛,
乏力,
疼痛,疾病
出汗,
疲倦,
痰液化验,
病原学检查,
肌痛与间质性肺炎,
心脏杂音,
皮疹,疾病
血液化验,
肝脏肿大,
肝脾肿大,
食欲减退,
食欲缺乏,
长期不规则发热,
第一代头孢菌素,
SMZco（Compound Sulfamethoxazole Tablets）,
光敏,
中性粒细胞减少症,疾病
呕吐,
剥脱性皮炎,
咽痛,
恶心,
多形红斑,疾病
幻觉,
甲氧苄啶,
磺胺药,
粒细胞缺乏症,
粒细胞缺乏,
细菌感染,
红斑,
粒细胞减少,
结晶尿,
腹泻,疾病
药物热,疾病
药疹,疾病
血清病样反应,
错乱,
非典,
下呼吸道坏死性肉芽肿,
X线,
纵膈感染,
肿块,
α1—antitrypsin deficiency,
常染色体遗传,
α1 抗胰蛋白酶表型检测,
E88.0,
α—1 抗胰蛋白酶,
尿色深肝肿大门脉高压症等,
患者易并发肝炎,
喘息,
肝肿大,
呕吐呼吸困难头痛,
气促,
哌拉西林和舒巴坦,
广谱青霉素/β—内酰胺酶抑制剂,
Levofloxacin Hydrochloride Capsules,
Levofloxacin Hydrochloride Tablets,
喹诺酮类,
左氧氟沙星,
氟喹诺酮类/氟喹诺酮,
盐酸左氧氟沙星,
白细胞减少,
白细胞减少症,
喉头水肿,
祛痰,
痰盛喘咳,
吸入过多含碳物质燃烧不完全的产物所致,
carbon monoxide poisoning,
口唇呈樱桃红色,
救治措施,
治疗用药,
煤气中毒,
血中碳氧血红蛋白测定,
呼吸异常,
肺功能,
紫绀,
一般摄片不能观察脏器的功能状态,
摄片工序较烦琐，一般不能立即得到结果,
低氧,
呼吸抑制,
发热（0.3%）,
克林霉素磷酸酯,
Clindamycin Phosphate Injection,
嗜酸性粒细胞增多,
1ml：20mg,
丁溴东莨菪碱,
解痉药,
喉水肿,
镇咳平喘,
肺热咳嗽,
23F型各2μg；各型多糖,
各型多糖共16μg（多糖总量）：6B型4μg,
Pneumococcal 7—Valent Conjugate Vaccine,
喘鸣,
CRM197载体蛋白结合后吸附于磷酸铝佐剂（0.5mg）,
疫苗/抗血清/免疫制剂,
注射用水,
年龄,
肺炎链球菌性肺炎,
中医清肺,
急慢性支气管炎,
用于肺热性咳嗽,
用于肺热咳嗽,
气喘,
SEVOFRANE（Sevoflurane）,
心动过速,
心动过缓,
心律不齐,
支气管哮喘样发作,
过度呼吸,
血压下降,
过度换气,
过敏症,
IloprostSolutionforInhalation,
咳嗽加重,
嗜酸性细胞增多症,
嗜酸性细胞增多,
大环内酯类,
乙酰吉他霉素,
过敏性皮疹,
Vecuronium Bromide for Injection,
无力,
类过敏反应,
肌无力,
麻痹,
体重减轻,
厌食,
味觉改变,
国家基本用药； 注射剂为国家医保药物,
干燥,
感觉异常,
心律失常,疾病
重组人干扰素α2a,
瘙痒症,疾病
白细胞降低,
皮肤瘙痒,
Gatifloxacin for Injection,
加替沙星,
味觉丧失,
斑丘疹,
过度通气,
胸骨下胸痛,
低钾,
Salbutamol Sulphate Aerosol,
Salbutamol Sulfate Solution for inhalation,
兴奋,
刺激,
低血压,疾病
亢进,
医保药品,
室上性心动过速,
房颤,疾病
心悸,
多动,
排尿困难,
外用药品,
早搏,疾病
心肌缺血,疾病
外用药物,
沙丁胺醇,
激动,
胃肠道反应,
痉挛,
神经性水肿,
紧张,
虚脱,疾病
血管扩张,
Cefaclor Dispersible Tablets,
血管舒张,
震颤,
肌肉痉挛,疾病
麻醉用药,
头孢克洛,
第二代头孢菌素,
呼吸浅,
气短,
抗结核病药,
布地奈德,
丘疹,
荨麻疹样,
全血细胞减少,
光敏反应,
口腔念珠菌感染,
发热（26%）,
恶心（25%）,
恶心（23%）,
黄疸,疾病
白细胞减低,
糖肽类抗菌药,
盐酸去甲万古霉素,
琥乙红霉素（红霉素的琥珀酸乙酯）,
琥乙红霉素,
呼吸减慢,
血管水肿,
严重甚至呼吸困难,
口服，一次3～4片，一日2～3次,
久咳痰多,
咯吐不利,
肺失宣降所致的咳嗽咯痰,
用于邪热蕴肺或痰热郁肺,
止咳,
口服，一次3片，一日3次,
处方药,
每片重0.45g,
平喘,
薄膜衣片，除去包衣显棕褐色至棕黑色,
镇咳,
用于慢性支气管炎,
祛痰剂—温化寒痰剂,
咳嗽喘逆,
温肺化痰,
口服，一次10克，一日3次,
化痰止咳,
白芥子（炒）,
紫苏子（炒）,
每瓶装200克，每克膏相当于总药量1克,
咯痰,
用于痰湿咳嗽,
遮光，密闭保存,
中成药,
苦杏仁,
桑白皮,
严禁静脉推注,
个别患者调整滴速后仍有胸闷感，禁止滴注,
呼吸短促,
鱼腥草,
抗真菌药,
清化热痰,
口服，一次14～20克，一日3次,
对本品过敏者禁用，过敏体质者慎用,
用于痰热咳嗽,
服用三天病证无改善，应停止服用，去医院就诊,
清热润肺,
J06.9,
upper respiratory tract infection,
呼吸不畅,
中医中药治疗,
URI,
充血,
主要为鼻部症状,
从而诱发本病,
受凉,
免疫功能低下或患有慢性呼吸道疾病的患者,
咽干,
声嘶,
喷嚏,
多发性和未特指部位的急性上呼吸道感染,
急性病毒性咽炎或喉炎,
流清水样鼻涕,
幼,
明显咽痛,
细菌性咽—扁桃体炎,
血常规,
轻度畏寒,
病因治疗,
儿童,
上气道,
上气道异物,
气急,
假膜形成,
听诊可闻及喘鸣音,
俯卧位,
气急等,
咽部水肿,
机械通气的气道管理,
突发性严重呼吸困难,
气管切开术,
鼻咽通气管,
鼻连续正压呼吸机,
口服，一次3粒，一日2次,
每粒装0.35克,
CT表现,
X片表现,
病变处可见丘疹或结节,
"急性或亚急性呼吸困难,面颈肿胀,咳嗽,头痛头胀,恶心",
"血栓形成纤维化,外部压迫,肿瘤侵犯",
上腔静脉血栓形成,
上腔静脉阻塞综合征,
上肢和面部水肿,
上腔静脉造影,
恶性肿瘤侵犯或压迫上腔静脉,
声音嘶哑,
纵隔的原发的或转移性肿瘤,
颈部和胸壁静脉扩张,
不动杆菌,
Acinetobacter Infection,
A49.8,
未特指部位的细菌性感染,
渗出,
不动杆菌院内感染所致,
咳嗽剧烈,
呼吸机管道等传播,
湿化瓶,
痰黏稠,
有,
畏食,
面罩,
通过呼吸道人工管道和雾化器,
长期住院或机体抵抗力降低患者,
Sparfloxacin Tablets,
司帕沙星,
氟喹诺酮类,
浮肿,
间质性肺炎,
嗜酸细胞增多,
头孢地尼,
第三代头孢菌素,
胸部压迫感,
胸部X线异常,
乳酸环丙沙星,
氟喹诺酮类/抗感染药/氟喹诺酮,
胸部烧灼感,
丘疹坏死性结核,
结核分枝杆菌感染,
100ml：20g,
丙氨酰谷氨酰胺,
短暂的呼吸暂停,
丙泊酚,
加强监护病人接受机械通气时的镇静,
丙酸交沙霉素,
丙酸倍氯米松,
Beclometasone Dipropionate Aerosol,
变态反应,
Bedometasone Dipropionate Aerosol,
Beclomethasone Dipropionate Aerosol,
刺激感,
咽部干燥或烧灼感,
口干,疾病
外用软膏、吸入剂为国家医保药物,
烧灼感,
糖皮质类激素类,
鼻出血,
不适,
BeclomethasoneDipropionatePowderInhalation,
分散剂,
常见,
关节痛,
Fluticasone Propionate Inhaled Aerosol,
消化不良,
睡眠紊乱,
易激惹,
氨茶碱,
盐酸溴己新,
茶碱,
咳嗽多痰,
开水冲服，一次11g，一日1～2次,
棕黄色至棕褐色的颗粒,
枇杷叶,
M受体阻断药,
Dexamethasone Palmitate Injection,
糖皮质激素类,
地塞米松棕榈酸酯,
Gatifloxacin and Glucose Injection,
氟罗沙星,
超敏反应,
药热,
Roxithromycin Dispersible Tablets,
罗红霉素,
Middle East respiratory syndrome,
"传染性病原体引起的肺炎,不可归类在他处者",
MERS,
呼吸科,
J16.8,
新型冠状病毒感染引起,
发热伴畏寒寒战,
密切接触,
恶心呕吐,
肌肉酸痛,
Brock综合征或Graham—Burford—Mayer综合征,
middle lobe syndrome,
原发性或转移性淋巴瘤肿大压迫等,
支气管,
肺部可闻及湿啰音,
疲劳,
胸外科,
有时伴咯血或发热,
非特异性炎症或结核性淋巴结肿大压迫,
格拉司琼,
Azithromycin and Glucose Injection,
阿奇霉素,
盐酸洛美沙星,
Doxofylline and Glucose Injection,
多索茶碱,
抗生素治疗,
Fudosteine Tablets,
祛痰药,
福多司坦,
青霉素类,
嗜酸粒细胞增多,
头孢哌酮钠,
Ceftazidime for Injection,
舒巴坦钠,
头孢他啶,
憋气,
静脉炎,疾病
咽痛，声音嘶哑,
嗜酸性粒细胞增生,
支气管痉挛/哮喘,
肺浸润，口腔炎,
本品性状发生改变时禁止使用,
每袋装15克,
口服，一次15～30克，一日2次,
丹皮酚磺酸钠,
口服，一次5g，一日3次，四周为一疗程,
内科用药,
医保工伤用药,
密闭，防潮,
味甜、微苦,
川芎,
枳壳,中草药
每袋装10g,
素体虚寒者慎用,
葶苈子,
麻黄（蜜炙）,
一次5片，一日3次，饭后服用,
每片重0.3g,
薄膜衣片，除去薄膜衣后显棕褐色,
瓜蒌皮,
主—肺动脉窗,
Aortico—pulmonary septal defect,
Q21.4,
易患呼吸系感染和发育不良等,
Cefuroxime Sodium for Injection,
头孢呋辛钠,
氢溴酸右美沙芬,
愈创木酚甘油醚100毫克,
止咳祛痰和感冒药,
氢溴酸右美沙芬15毫克,
重组人干扰素γ,
Azithromycin Dispersible Tablets,
克拉霉素,
呼吸窘迫综合征,
栓塞,
抗病毒药,
白细胞下降,
面潮红,
盐酸伪麻黄碱,
Netilmicin Sulfate for Injection,
氨基糖苷类,
咳嗽，均轻微,
Cefixime Capsules,
呼吸缓慢或急促,
用于肺虚久咳,
中性粒细胞缺乏,
其它抗生素,
Vinorelbine Tartrate for Injection,
酒石酸长春瑞滨,
Roxithromycin Granules,
胸水,
Gatifloxacin Mesilate Tablets,
甲磺酸加替沙星,
喉痉挛,
哮鸣,
Gatifloxacin Injection,
Gatifloxacin and Sodium Chloride Injection,
他唑巴坦0.25g,
抗菌药的复方制剂,
头孢哌酮2.0g,
铜绿假单胞菌,
眼睑和/或唇水肿,
血栓形成,
Azithromycin for Suspension,
Ambroxol Hydrochloride Oral Solution,
盐酸氨溴索,
粘液溶解剂,
氟喹诺酮,
细菌,
纳差,
体重下降,
4.4%,
恶心和呕吐,
安慰剂对照,
肺表面活性剂/其它呼吸系统用药,
肝酶升高,
随机,
血小板减少症,疾病
腹痛,疾病
利福平,
利福平0.12g,
异烟肼,
异烟肼0.12g,
皮疹，血小板减少,
盐酸乙胺丁醇0.25g,
盐酸乙胺丁醇,
发热。罕见：过敏,
吡嗪酰胺200mg,
吡嗪酰胺,
异烟肼37.5mg,
每片含利福平75mg,
盐酸乙胺丁醇137.5mg,
食欲不振,
针刺感,
0.6g,
乙酰半胱氨酸,
24个月,
Acetylcysteine Effervescent Tablets,
其它全身用抗哮喘药,
恶心、呕吐,
痰液,
治疗分泌大量浓稠痰液的慢性阻塞性肺病（COPD）,
白色或类白色片,
胱氨酸,
解毒药,
20ml：4g,
Acetylcysteine Injection,
密闭保存,
偶可见面潮红,
本品不得与氧化性药物包括金属离子、抗生素等配伍,
头晕头痛,
无色澄明液体,
头晕,
本品未经稀释不得进行注射,
氨苄青霉素,
潮红,
红霉素乳糖酸盐,
24个月（二年）,
铜等金属及橡胶,
乙酰半胱氨酸0.2克,
分泌大量粘稠痰液的慢性阻塞性肺病（COPD）,
Acetylcysteine Tablets,
成人：口服，一次0.6g（1片），一日1—2次，或遵医嘱,
慢性支气管炎（CB）,
对乙酰半胱氨酸过敏者禁用,
白色薄膜衣片，除去包衣后显白色,
头孢菌素,
肺气肿（PE）等慢性呼吸感染的祛痰治疗,
0.2g,
糜蛋白酶,
遮光、密封，在干燥处保存,
Acetylcysteine Capsules,
工伤医保乙类双跨,
口服,
腹部不适,
对本品过敏者禁用,
密封，在阴凉（不超过20℃）干燥处保存,
成人，每次0.2g，每日2～3次,
慢性支气管炎急性发作,
支气管哮喘患者慎用或禁用,
过多,
本品内容物为白色颗粒,
是乙酰半胱氨酸,
36个月（三年）,
浓稠痰粘液过多的呼吸系统疾病：急性支气管炎,
OTC甲类,
乙酰半胱氨酸0.1克,
哮喘患者禁用,
Acetylcysteine Granules,
慢性支气管炎等咳嗽有粘痰而不易咳出的患者,
橙色可溶性细颗粒，气芳香，味甜,
甘露醇,
Acetylkitasamycin Troches,
遮光，密封，在干燥处保存,
吉他霉素,
抗生素类,
对本品及其他大环内酯类药物过敏者禁用,
肺炎球菌,
表皮葡萄球菌引起的上下呼吸道感染,
Acetylspiramycin Tablets,
乙酰螺旋霉素,
中度感染,
Aceiylspiramycin Tablets,
乙酰螺旋霉素本品为单乙酰螺旋毒素II,
中乙酰螺旋霉素III,
单乙酰螺旋毒素II,
单乙酰螺旋霉素II,
单乙酰螺旋霉素III,
双乙酰螺旋霉素II,
双乙酰螺旋霉素III四个组分为主的混合物,
双乙酰螺旋霉素III,
国家基本用药,
双乙酰螺旋霉素III四个组份为主的混合物,
密封，在凉暗（避光并不超过20℃）干燥处保存,
对本品、红霉素及其他大环内酯类过敏的患者禁用,
敏感,
本品为单乙酰螺旋霉素II,
敏感葡萄球菌,
肺炎链球菌所致的轻,
糖衣片，除去包衣后，显类白色或微黄色,
Aceiylspiramycin Capsules,
Acetylspiramycin Capsules,
葡萄球菌,
链球菌属,
国家基本用药； 口服常释剂型为国家医保药物,
胶囊剂,
Acetylmidecamycin For Suspension,
麦迪霉素,
咳嗽日久不已,
久咳肺虚证,
敛肺止咳,
固涩剂—敛肺止咳剂,
甚则气喘自汗,
咳吐黄痰,
排出黏液,
儿科,
milk aspiration pneumonia,
喘,
吞咽障碍,
食管功能不全,
食管畸形,
严重腭裂、免唇,
结核杆菌感染,
Clarithromycin Lactobionate Capsules,
乳糖酸克拉霉素,
对大环内酯类抗生素过敏者禁用,
对其敏感的致病菌引起的下列感染,
特非那丁,
甲泼尼龙,
胶囊剂，内容物为白色或类白色的粉末或颗粒,
环孢菌素,
Azithromycin Lactobionate Injection,
医保药品； 国家基本药物,
麦角生物碱,
乳糖酸阿奇霉素,
卡他摩拉菌,
嗜肺军团菌,
敏感病原体所引起的下列感染：1.由肺炎衣原体,
流感嗜血杆菌,
金黄色葡萄球菌,
I89.8,
B型超声检查,
chylothorax,
手术治疗,
淋巴管造影,
外伤；阻塞；先天性胸导管发育不全或形成瘘管,
淋巴管和淋巴结的非感染性疾患,
外伤,
积液多时呼吸困难,
胸膜腔,
消瘦,
胸部X线检查,
胸腔穿刺抽液引流,
胸腔穿刺液检查,
给予相关病因治疗,
100ml：加替沙星0.2g和氯化钠0.9g,
Gatifloxacin Lactate And Sodium Chloride Injection,
副流感嗜血杆菌,
变形杆菌,
卡他莫拉菌或金黄色葡萄球菌所致,
合成抗菌药,
微黄绿色的澄明液体,
本品禁用于对加替沙星或喹诺酮类药物过敏者,
详见说明书,
静脉滴注，每次400mg，每天一次,
Sparfloxacin Lactate Tablets,
剥落性皮炎,
咳嗽加剧,
咳血,
喉头痉挛,
喉或肺水肿,
本品与茶碱,
由敏感菌引起的轻,
中度感染：呼吸系统感染：急性支气管炎,
乳酸左氧氟沙星,
Levofloxacin Lactate Dispersible Tablets,
光过敏,
发热感,
弥漫性细支气管炎,
慢性支气管炎急性期发作,
支气管扩张合并感染,
有中枢神经系统疾病及有癫痫病史患者应慎用,
氧氟沙星,
敏感细菌所引起的下列轻,
类白色至微黄色片,
1,
3,
2,
5,
Levofloxacin Lactate and Chloride Sodium Injection,
Levofloxacin Lactate and Sodium Chloride Injertion,
Levofloxacin Lactate and Sodium Chloride Injection,
倦怠,
光敏/光毒性反应,
多形性红斑,
基本药物,
头晕6,
左氧氟沙星0.1g,
所用辅料为注射用水,
敏感细菌所引起的下列中,
本品为复方制剂,
氯化钠0.9g,
注射剂为国家医保药物,
淡黄绿色的澄明液体,
胸痛1,
重度感染：呼吸系统感染：急性支气管炎,
重症肌无力恶化,
Levofloxacin Lactate Injection,
