graphml_entity,medical_kg_entity,match_type,confidence
oncology,外科；肿瘤科,llm,0.9
hematologists/oncologists,外科；肿瘤科,llm,0.8
infection management optimization systems,感染内科,llm,0.7
geriatrics,老年病科,llm,0.9
geriatricians,老年病科,llm,0.9
pulmonologists,呼吸科,llm,0.9
言语治疗科,五官科,llm,0.7
儿科学,儿科,llm,0.9
infectious diseases society of taiwan (idst),感染内科,llm,0.7
infectious disease management,感染内科,llm,0.8
infection management optimization methods,感染内科,llm,0.7
patient with acute laryngitis,五官科,llm,0.7
patient with pleural effusion,呼吸科,llm,0.7
2~5岁儿童,儿科,llm,0.9
康复科,康复科,llm,1.0
姑息治疗科,老年病科,llm,0.7
乡镇医院,社区科室,llm,0.7
新生儿病房,儿科,llm,0.8
neonatal icu,儿科,llm,0.8
烧伤科,烧伤整形科,llm,0.8
infectious disease department,感染内科,llm,0.9
感染控制科,感染内科,llm,0.8
临床微生物学和传染病学会,感染和临床微生物科,llm,0.7
微生物学实验室,感染和临床微生物科,llm,0.7
感染病科,感染内科,llm,0.9
physical therapy department,物理治疗科,llm,1.0
preventive care department,预防保健科,llm,1.0
immunotherapy department,免疫治疗科,llm,1.0
oncology department,外科；肿瘤科,llm,0.8
primary care,社区科室,llm,0.7
全科,社区科室,llm,0.7
急诊,急诊科,llm,0.9
pediatric medicine,儿科,llm,0.9
移植科,外科；肿瘤科,llm,0.7
clinical microbiology and infection,感染和临床微生物科,llm,0.9
infectious diseases clinic,感染内科,llm,0.85
infection,感染内科,llm,0.8
ccu,内科；急诊科,llm,0.7
clinical microbiology lab,感染和临床微生物科,llm,0.9
中西医结合医院,中西医结合科,llm,0.8
结核科,传染科,llm,0.7
paediatrics,儿科,llm,0.9
pediatric icu,小儿科,llm,0.8
intensive care unit,内科；急诊科,llm,0.7
重症监护室（icu）,内科；急诊科,llm,0.7
口腔科,五官科,llm,0.8
ophthalmology,五官科,llm,0.9
nicu,儿科,llm,0.8
重症监护病房,内科；急诊科,llm,0.7
儿科hiv专家会诊,儿科,llm,0.8
儿科传染病医师,儿科,llm,0.8
消化内科,内科；急诊科,llm,0.7
感染病学,感染内科,llm,0.8
急诊临床医师,内科；急诊科,llm,0.7
critical care,急诊科,llm,0.8
urologic department,外科；肿瘤科,llm,0.7
rehabilitation center,烧伤整形科,llm,0.7
audiologist,五官科,llm,0.8
cardiology,循环系统药物,llm,0.7
surgery,外科；肿瘤科,llm,0.7
呼吸病学,呼吸科,llm,0.9
pulmonology,呼吸科,llm,0.9
儿科学会,儿科,llm,0.8
respiratory,呼吸科,llm,0.9
allergy,变态反应科,llm,0.9
放射科、急诊科、理疗科等平台科室,内科；急诊科,llm,0.7
重症医学科,内科；急诊科,llm,0.7
urology,泌尿科,llm,0.9
intensive care,重症监护,llm,0.9
infectious diseases,感染内科,llm,0.8
pediatric infectious diseases specialists,小儿科,llm,0.7
儿科 / 新生儿 icu,儿科,llm,0.8
整形骨科,烧伤整形科,llm,0.7
健康管理中心,体检、保健科,llm,0.8
clinical microbiology services,感染和临床微生物科,llm,0.8
medical microbiology,感染和临床微生物科,llm,0.7
clinical microbiology,感染和临床微生物科,llm,0.9
interventional radiologist,外科；肿瘤科,llm,0.7
burns,烧伤整形科,llm,0.9
obstetrics and gynecology,妇产科用药,llm,0.7
pediatrics,儿科,llm,0.9
patient with acute burn infection,烧伤整形科,llm,0.7
specialists in infectious diseases,感染内科,llm,0.8
clinical microbiology labs,感染和临床微生物科,llm,0.9
ophthalmology department,五官科,llm,0.8
儿科患者,儿科,llm,0.9
division of pulmonology,呼吸科,llm,0.9
emergency department,急诊科,llm,0.95
otolaryngology,耳鼻咽喉头颈外科,llm,0.85
肝病科,感染内科,llm,0.7
耳鼻喉科会诊,五官科,llm,0.8
intensive care units (icu),急诊科,llm,0.8
infectious diseases community of practice,感染内科,llm,0.8
sports medicine,运动医学科,llm,0.7
treatment regimen suggestion assessment metric value effect size,根据病情严重程度及治疗反应选择方案,llm,0.8
treatment suggestions,根据病情严重程度及治疗反应选择方案,llm,0.8
治疗评估评估评估评估评估评估评估评估评估评估评估评估评估评估调整方案,根据病情严重程度及治疗反应选择方案,llm,0.8
dose adjustment,调节国际标准化比值达标（2.0—3.0）,llm,0.7
antibiotic use policies,根据病情严重程度及治疗反应选择方案,llm,0.7
preterm infants,幼婴及新生儿,llm,0.8
newborn or infant,新生儿和婴儿,llm,0.9
