head,head_type,relation,tail,tail_type,source,description,weight,confidence
肺血吸虫病,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,水肿,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,痰中带血,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,淋巴结肿大,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,胸痛或哮喘,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,传播途径,皮肤与疫水接触,流行病学,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,高热,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,上位关系,血吸虫病[裂体吸虫病],疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,诊断依据,支气管镜,检查,medical_kg,,1.0,1.0
肺血吸虫病,疾病,病因,血吸虫的幼虫或成虫在肺内移行,病原体,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,治疗方案,一般处理，血流动力学及呼吸支持,其他治疗,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,荨麻疹等,症状,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,i26.901,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,发现pe的直接征象,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,发现肺动脉内的低密度充盈缺损,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,伴或不伴轨道征的血流阻断,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,发现肺动脉近端的血栓,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,呈肺段分布的肺灌注缺损,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,并与通气显像不匹配,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,如肺血管内造影剂充盈缺损,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,如原发性肺动脉肉瘤,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,治疗方案,抗凝、溶栓治疗,其他治疗,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,或者呈完全充盈缺损,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,出院标准,没有需要继续住院处理的并发症,其他治疗,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,出院标准,生命体征平稳,其他治疗,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,感染性血栓,检查,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,表现为肺动脉内的低密度充盈缺损,检查,medical_kg,,1.0,1.0
肺血管炎,疾病,诊断依据,i28.8,检查,medical_kg,,1.0,1.0
肺血管炎,疾病,英文名称,pulmonary vasculitis,药物,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,住院时间,（高危）10—14天,指南建议,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,主要影响小血管,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,主要影响中等及小血管,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,全身症状为发热,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,体重下降,症状,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,出院标准,调节国际标准化比值达标（2.0—3.0）,指南建议,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,关节痛和皮损等,症状,medical_kg,,1.0,1.0
肺血栓栓塞症,疾病,诊断依据,部分或完全包围在不透光的血流之间,检查,medical_kg,,1.0,1.0
肺血管炎,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,关节痛,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,乏力,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,冷球蛋白血症,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,其他偶发性肺血管炎,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,关节炎,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,咳嗽等,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,影响大、中、小血管,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,心血管,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,病因,病因不明,病原体,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,坏死,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,继发于结缔组织病的血管炎,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,急性狼疮性血管炎,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,纤维素样坏死,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,上位关系,肺血管的疾病,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,肉芽肿性血管炎可有呼吸困难,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,紫癜,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,肺不张,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,肺内结节,症状,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺血管炎,疾病,临床表现,胸腔积液,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,英文名称,metastatic tumor of lung,药物,medical_kg,,1.0,1.0
肺转移瘤,疾病,诊断依据,ct检查,检查,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,全身不适,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,诊断依据,mri检查,检查,medical_kg,,1.0,1.0
肺转移瘤,疾病,诊断依据,x线检查,检查,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,不适,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,呼吸急促,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,大量胸腔积液,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,憋闷,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,病因,由身体其他部位的恶性肿瘤转移而来,病原体,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,肿瘤,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,所属科室,肿瘤科,科室,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,痰中带血丝,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,心悸等,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,胸腔积液,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,肺不张,疾病,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,脉快,症状,medical_kg,,1.0,1.0
肺转移瘤,疾病,临床表现,血痰和呼吸困难,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,儿童期哮喘,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,哮喘,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,支气管炎,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,新生儿肺不张,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,气管隆突以上的损伤,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,活动后气促,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,放射性肺炎,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,气管炎,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,气促,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,分类,肺功能,其他治疗,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,肺不张,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,呼气时两颊鼓起和缩唇,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,肺炎,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,肺受累,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,肺容量减小,症状,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,肺气肿,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,肺脓肿,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,临床表现,肺纤维化,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,阻塞性肺气肿,疾病,medical_kg,,1.0,1.0
肺通气功能检查,诊疗技术及设备,相关疾病,食物过敏性哮喘,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,发热伴咳嗽,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,咯痰,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,分类,放射性核素,其他治疗,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,咳嗽伴哮鸣音,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,咳嗽伴呼吸困难,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,肺栓塞,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,肺不张,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,肺不张,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,肺动静脉瘤,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,慢性阻塞性肺疾病,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,肺气压伤,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,肺源性呼吸困难,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,肺受累,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,临床表现,胸膜增厚,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,肺气肿,疾病,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,阻塞性肺气肿,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,吐泡沫痰,症状,medical_kg,,1.0,1.0
肺通气显像,诊疗技术及设备,相关疾病,肺蛔虫病,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,喘证,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,呼吸微弱,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,老年人肺结核,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺放线菌病,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,咯吐不爽,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺地丝菌病,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,气逆喘息,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,临床表现,咯血如注,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺结核,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,放线菌病,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,百草枯中毒,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺动静脉瘤,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺炎,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,胸腔积液,疾病,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,分类,特殊检查,其他治疗,medical_kg,,1.0,1.0
肺部疾病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺部检查,诊疗技术及设备,相关疾病,肺淀粉样变性,疾病,medical_kg,,1.0,1.0
肺部疾病,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺部疾病,疾病,病史,copd,疾病,medical_kg,,1.0,1.0
肺部疾病,疾病,病史,哮喘,疾病,medical_kg,,1.0,1.0
肺部疾病,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺部疾病,疾病,临床表现,喘息,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,咳血,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺部疾病,疾病,临床表现,躯体症状的窒息感,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,气喘,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,寒战,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,流感样症状,症状,medical_kg,,1.0,1.0
肺部疾病,疾病,诊断依据,支气管镜检查,检查,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,组织胞浆菌瘤,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,所属科室,内科,科室,medical_kg,,1.0,1.0
肺部真菌感染,疾病,病因,真菌感染,病原体,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,畏寒,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,治疗,肺曲霉病,药物,medical_kg,,1.0,1.0
肺部真菌感染,疾病,治疗,肺孢子球菌病,药物,medical_kg,,1.0,1.0
肺部真菌感染,疾病,发病部位,肺部,部位,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,肺脓肿,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,肺炎,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,肿瘤样表现,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,高热,症状,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,脓胸,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺部真菌感染,疾病,临床表现,胸腔积液,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,剧烈咳嗽,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,并发症,并发重症,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,丘疹,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,并发症,脑脓肿,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,小片状,症状,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,并发症,肺炎,疾病,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,治疗,阿苯达唑为首选药,药物,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,英文名称,benign tumor of lung,药物,medical_kg,,1.0,1.0
肺部粪类圆线虫病,疾病,临床表现,荨麻疹,疾病,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,咯血丝痰,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,乏力,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,肿瘤,疾病,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,所属科室,胸外科,科室,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,病因,起源肺和支气管的所有各种不同类型细胞,病原体,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,一过性气急,症状,medical_kg,,1.0,1.0
肺部良性肿瘤,疾病,临床表现,肺部感染和咯血等,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,英文名称,ancylostomiasis of lung,药物,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,咽痒,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,大咯血,疾病,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,喘息等,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,丘疹,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,小出血点,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,痰中带血,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,易感人群,30～60岁男性,流行病学,medical_kg,,1.0,1.0
肺钩虫病,疾病,病因,长期从事农田作业,病原体,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,治疗,药物驱虫治疗可选用,药物,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,甚痒,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺钩虫病,疾病,易感人群,长期从事农田作业的农民,流行病学,medical_kg,,1.0,1.0
肺钩虫病,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,英文名称,pulmonary hamartoma,药物,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,肿瘤,疾病,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,气短,症状,medical_kg,,1.0,1.0
肺错构瘤,疾病,病因,肺组织因胚胎发育异常,病原体,medical_kg,,1.0,1.0
肺错构瘤,疾病,临床表现,发热等,症状,medical_kg,,1.0,1.0
