head,head_type,relation,tail,tail_type,source,description,weight
下呼吸道感染,疾病,治疗,美洛西林,西药,guideline,"""美洛西林用于治疗PA下呼吸道感染。""",7.0
下呼吸道感染,疾病,治疗,替卡西林/克拉维酸,西药,guideline,"""替卡西林/克拉维酸用于治疗PA下呼吸道感染。""",7.0
下呼吸道感染,疾病,治疗,吸入抗菌药物,药物,guideline,"""吸入抗菌药物可用于DTR-PA感染或结构性肺病的PA慢性下呼吸道感染，作为静脉或口服治疗的补充。""",7.0
下呼吸道感染,疾病,治疗,气道廓清,其他治疗,guideline,"""气道廓清是PA下呼吸道感染综合治疗的重要组成部分，有助于清除分泌物。""",6.0
下呼吸道感染,疾病,治疗,氧合,诊疗技术及设备,guideline,"""氧合是PA下呼吸道感染综合治疗的重要组成部分，有助于改善组织缺氧。""",6.0
下呼吸道感染,疾病,治疗,保护脏器功能,其他治疗,guideline,"""保护脏器功能是PA下呼吸道感染综合治疗的重要组成部分，有助于维持重要器官功能。""",6.0
下呼吸道感染,疾病,所属科室,临床微生物,科室,guideline,"""临床微生物科负责PA的检测和药敏实验，在PA下呼吸道感染的诊断和治疗中发挥重要作用。""",8.0
下呼吸道感染,疾病,检查,影像学,科室,guideline,"""影像学检查用于评估PA下呼吸道感染的肺部病变范围和严重程度，是诊断和治疗评估的重要手段。""",7.0
下呼吸道感染,疾病,相关,多学科医生,科室,guideline,"""多学科医生在PA下呼吸道感染的诊断和治疗中进行综合讨论和决策，尤其在定植与感染判断困难时。""",7.0
下呼吸道感染,疾病,治疗,治疗目标,指南建议,guideline,"""治疗目标指导PA下呼吸道感染的治疗方向，包括清除病原体、消除炎症、缓解症状和保护肺功能等。""",9.0
下呼吸道感染,疾病,治疗,总体原则,指南建议,guideline,"""总体原则指导PA下呼吸道感染的治疗策略，包括药物选择、给药方式、疗效评估和综合治疗等。""",9.0
下呼吸道感染,疾病,发病机制,pk/pd理论,指南建议,guideline,"""PK/PD理论指导PA下呼吸道感染的抗菌药物合理使用，优化治疗效果并减少耐药性。""",8.0
下呼吸道感染,疾病,用法用量,给药剂量,其他治疗,guideline,"""给药剂量需根据PK/PD理论和患者情况调整，治疗PA下呼吸道感染的抗菌药物剂量通常较高。""",8.0
下呼吸道感染,疾病,用法用量,给药频次,其他治疗,guideline,"""给药频次需根据抗菌药物特性调整，时间依赖性抗菌药物需分次给药以加强杀菌作用。""",7.0
下呼吸道感染,疾病,给药途径,用药方式,指南建议,guideline,"""用药方式需根据药物特性和患者情况选择，包括静脉滴注、口服、吸入等。""",7.0
下呼吸道感染,疾病,不良反应,不良反应,症状,guideline,"""治疗中需尽可能减少抗菌药物的不良反应，避免对患者造成额外损害。""",6.0
下呼吸道感染,疾病,不良反应,附加损害,流行病学,guideline,"""治疗中需尽可能减少抗菌药物的附加损害，如肠道菌群失调、二重感染等。""",6.0
下呼吸道感染,疾病,耐药性,耐药性,其他治疗,guideline,"""治疗过程中应动态评估PA耐药状况，并根据耐药性的变化合理调整抗菌药物。""",8.0
下呼吸道感染,疾病,治疗,急性加重,症状,guideline,"""治疗目标之一是减少PA引起的慢性下呼吸道感染的急性加重风险。""",7.0
下呼吸道感染,疾病,治疗,肺功能,检查,guideline,"""治疗目标之一是维持或改善PA下呼吸道感染患者的肺功能。""",7.0
下呼吸道感染,疾病,预后,生活质量,流行病学,guideline,"""治疗目标之一是改善PA下呼吸道感染患者的生活质量。""",7.0
下呼吸道感染,疾病,治疗,多黏菌素类,西药,guideline,"""Polymyxins are used for treating lower respiratory tract infections, though efficacy may be limited.""",6.0
下呼吸道感染,疾病,相关,肺组织浓度,部位,guideline,"""Pulmonary tissue concentration is important for treating lower respiratory tract infections.""",8.0
下呼吸道感染,疾病,检查,二代测序,检查,guideline,"""对BALF的二代测序也用于下呼吸道感染的病原诊断研究。""",7.0
下呼吸道感染,疾病,治疗,多黏菌素类抗菌药物,西药,guideline,"""多黏菌素类药物可用于治疗CRO引起的下呼吸道感染。""",7.0
下呼吸道感染,疾病,相关疾病,hadv-3,其他治疗,guideline,"""HAdV-3是我国儿童下呼吸道感染最重要的型别之一。""",9.0
下呼吸道感染,疾病,相关疾病,hadv-7,其他治疗,guideline,"""HAdV-7是我国儿童下呼吸道感染最重要的型别之一。""",9.0
下呼吸道感染,疾病,相关疾病,肺炎衣原体（cpn）,其他治疗,guideline,"""肺炎衣原体可引起下呼吸道感染（急性支气管炎、慢性支气管炎、哮喘和CAP等）。""",16.0
下呼吸道感染,疾病,相关疾病,社区获得性肺炎（cap）,疾病,guideline,"""CAP是下呼吸道感染的一种。""",18.0
下呼吸道感染,疾病,相关疾病,flua,病原体,guideline,"""FluA感染可导致严重的下呼吸道感染。""",9.0
下呼吸道感染,疾病,不良反应,flub,病原体,guideline,"""FluB感染可导致严重的下呼吸道感染。""",9.0
下呼吸道感染,疾病,不良反应,rsv,其他治疗,guideline,"""RSV感染可导致严重的下呼吸道感染。""",9.0
下呼吸道感染,疾病,不良反应,hpiv-3,病原体,guideline,"""HPIV-3感染可导致严重的下呼吸道感染。""",9.0
下呼吸道感染,疾病,不良反应,hadv,病原体,guideline,"""HAdV感染可导致严重的下呼吸道感染。""",9.0
下呼吸道感染,疾病,不良反应,sars-cov-2,病原体,guideline,"""SARS-CoV-2感染可导致严重的下呼吸道感染。""",9.0
肺炎,其他治疗,给药途径,雾化吸入,诊疗技术及设备,guideline,"""雾化吸入是治疗肺炎的一种给药方式。""",8.0
肺炎,其他治疗,诊断依据,急性呼吸道症状,指南建议,guideline,"""急性呼吸道症状（咳嗽、发热>4天、呼吸困难/呼吸急促或氧饱和度降低）高度疑诊肺炎。""",9.0
肺炎,其他治疗,临床表现,急性病程,疾病,guideline,"""急性病程是肺炎的常见表现，肺炎常表现为急性起病。""",9.0
肺炎,其他治疗,临床表现,咳嗽,症状,guideline,"""咳嗽是肺炎的典型症状之一。""",9.0
肺炎,其他治疗,临床表现,呼吸困难,症状,guideline,"""呼吸困难是肺炎的常见症状。""",9.0
肺炎,其他治疗,临床表现,氧饱和度降低,症状,guideline,"""氧饱和度降低是肺炎的常见体征。""",9.0
肺炎,其他治疗,临床表现,虚弱,症状,guideline,"""虚弱是老年肺炎患者的非典型症状。""",7.0
肺炎,其他治疗,临床表现,食欲下降,症状,guideline,"""食欲下降是老年肺炎患者的非典型症状。""",7.0
肺炎,其他治疗,检查,胸部ct,检查,guideline,"""胸部CT是诊断肺炎的重要影像学检查。""<SEP>""胸部CT检查对老年肺炎的诊断和严重程度判断明显优于胸部X线检查，推荐对拟诊肺炎的老年患者早期行胸部CT检查。""",19.0
肺炎,其他治疗,检查,胸部x线检查,检查,guideline,"""胸部X线检查是初步评估肺炎的影像学检查。""",8.0
肺炎,其他治疗,检查,胸部x线片,检查,guideline,"""胸部X线片用于初步筛查肺炎。""",8.0
肺炎,其他治疗,高危因素,重症高危人群,疾病,guideline,"""重症高危人群是肺炎的高危人群。""",9.0
肺炎,其他治疗,高危因素,孕产妇,疾病,guideline,"""孕产妇是肺炎的高危人群。""",9.0
肺炎,其他治疗,高危因素,免疫缺陷人群,流行病学,guideline,"""免疫缺陷人群是肺炎的高危人群。""",9.0
肺炎,其他治疗,高危因素,有基础疾病人群,疾病,guideline,"""有基础疾病人群是肺炎的高危人群。""",9.0
肺炎,其他治疗,治疗,常规治疗无效者,疾病,guideline,"""常规治疗无效者是指抗感染治疗后病情无改善的肺炎患者。""",9.0
肺炎,其他治疗,流行病学,特定病原体流行病学暴露史,流行病学,guideline,"""特定病原体流行病学暴露史提示肺炎可能由特殊病原体引起。""",8.0
肺炎,其他治疗,传播途径,聚集性呼吸道感染患者,流行病学,guideline,"""聚集性呼吸道感染患者提示可能存在肺炎的传播。""",8.0
肺炎,其他治疗,检查,病原学检查,其他治疗,guideline,"""病原学检查用于明确肺炎的病原体。""",10.0
肺炎,其他治疗,病因,肺炎支原体,病原体,guideline,"""肺炎支原体 causes atypical pneumonia.""<SEP>""肺炎支原体是引起肺炎的病原体。""<SEP>""肺炎支原体是非典型肺炎的病原体之一。""",27.0
肺炎,其他治疗,病因,衣原体,病原体,guideline,"""衣原体是引起肺炎的病原体。""",9.0
肺炎,其他治疗,治疗,对症支持治疗,其他治疗,guideline,"""对症支持治疗是肺炎的治疗措施之一。""",8.0
肺炎,其他治疗,治疗,针对性抗菌药物治疗,其他治疗,guideline,"""针对性抗菌药物治疗是肺炎的治疗措施之一。""",9.0
肺炎,其他治疗,病因,crab,病原体,guideline,"""CRAB是引起肺炎的病原体之一，米诺环素等药物用于其治疗。""",8.0
肺炎,其他治疗,病因,xdr-ab,病原体,guideline,"""XDR-AB是引起医院感染（主要是肺炎）的病原体，米诺环素等药物用于其治疗。""",8.0
肺炎,其他治疗,分类,医院获得性肺炎/呼吸机相关肺炎（hap/vap）,疾病,guideline,"""Pneumonia is a general term; HAP/VAP are specific types of pneumonia addressed in treatment guidelines for resistant infections.""",14.0
肺炎,其他治疗,并发症,胸膜感染,其他治疗,guideline,"""肺炎是胸膜感染的最常见诱因。""",9.0
肺炎,其他治疗,并发症,胸腔积液,部位,guideline,"""肺炎可导致胸腔积液的发生。""<SEP>""胸腔积液是通过有创检查获取的样本，用于常规检测方法不能明确病原体、经验性治疗无效、重症或复杂感染等情况下的病原学诊断。""",16.0
肺炎,其他治疗,病因,腺病毒,病原体,guideline,"""腺病毒可引起肺炎，尤其在免疫功能低下患者中。""",16.0
肺炎,其他治疗,分类,支气管肺炎,其他治疗,guideline,"""支气管肺炎是肺炎的一种常见类型。""",10.0
肺炎,其他治疗,分类,弥漫性肺炎,其他治疗,guideline,"""弥漫性肺炎是肺炎的一种表现形式。""",10.0
肺炎,其他治疗,分类,大叶性肺炎,疾病,guideline,"""大叶性肺炎是肺炎的一种类型。""",10.0
肺炎,其他治疗,分类,坠积性肺炎,流行病学,guideline,"""坠积性肺炎是肺炎的一种类型。""",10.0
肺炎,其他治疗,分类,肺泡性肺炎,其他治疗,guideline,"""肺泡性肺炎是肺炎的一种类型。""",10.0
肺炎,其他治疗,分类,非典型性肺炎,其他治疗,guideline,"""非典型性肺炎是肺炎的一种类型。""",10.0
肺炎,其他治疗,分类,迁延性肺炎,其他治疗,guideline,"""迁延性肺炎是肺炎的一种类型。""",10.0
肺炎,其他治疗,分类,重症肺炎,疾病,guideline,"""重症肺炎是肺炎的一种严重类型。""<SEP>""重症肺炎是肺炎的严重形式，患者静脉使用多黏菌素类药物时很难达到所需的肺组织药物浓度。""",19.0
肺炎,其他治疗,高危因素,慢性阻塞性肺疾病（慢阻肺病）,其他治疗,guideline,"""慢性阻塞性肺疾病（慢阻肺病）是老年肺炎患者常见的基础疾病，重度患者感染耐药革兰阴性菌和MRSA的风险增加，从而增加患肺炎的风险。""",8.0
肺炎,其他治疗,高危因素,高血压、冠状动脉疾病和慢性心功能不全等心血管疾病,其他治疗,guideline,"""心血管疾病是老年肺炎患者常见的基础疾病，增加继发心脏不良事件的风险，影响肺炎的预后。""",7.0
肺炎,其他治疗,高危因素,神经精神疾病,疾病,guideline,"""神经精神疾病是老年肺炎患者的基础疾病，合并的意识障碍增加误吸风险，肌肉萎缩、肌力下降和长期卧床导致呼吸道廓清能力减退，抗精神病药物、苯二氮卓类等镇静药物等也可增加罹患肺炎的风险。""",8.0
肺炎,其他治疗,危险因素,抗精神病药物,西药,guideline,"""抗精神病药物是神经精神疾病患者的合并用药，可增加罹患肺炎的风险。""",6.0
肺炎,其他治疗,危险因素,苯二氮卓类,西药,guideline,"""苯二氮卓类药物是镇静药物，可增加罹患肺炎的风险。""",6.0
肺炎,其他治疗,检查,肺部超声（lus）,其他治疗,guideline,"""肺部超声（LUS）更适合于危重的老年肺炎患者及时发现胸腔积液和肺实变。""",8.0
肺炎,其他治疗,检查,痰标本,检查,guideline,"""痰标本是老年肺炎病原学检测的常用标本，但留取相对困难，且易受污染。""",7.0
肺炎,其他治疗,检查,balf,检查,guideline,"""BALF是通过有创检查获取的样本，用于常规检测方法不能明确病原体、经验性治疗无效、重症或复杂感染等情况下的病原学诊断。""",8.0
肺炎,其他治疗,检查,肺组织,部位,guideline,"""肺组织是通过有创检查获取的样本，用于常规检测方法不能明确病原体、经验性治疗无效、重症或复杂感染等情况下的病原学诊断。""",8.0
肺炎,其他治疗,检查,聚合酶链反应（pcr）,其他治疗,guideline,"""聚合酶链反应（PCR）是分子生物学检测方法，用于在传统病原学检测同时行分子生物学检测，提高病原体检出率。""",8.0
肺炎,其他治疗,检查,宏基因组二代测序（mngs）,检查,guideline,"""宏基因组二代测序（mNGS）是分子生物学检测方法，用于危重、免疫抑制、疑难罕见病原体感染，以及初始治疗失败的老年患者，提高病原体检出率。""",9.0
肺炎,其他治疗,检查,靶向二代测序（tngs）,其他治疗,guideline,"""靶向二代测序（tNGS）是分子生物学检测方法，用于危重、免疫抑制、疑难罕见病原体感染，以及初始治疗失败的老年患者，提高病原体检出率。""",9.0
肺炎,其他治疗,检查,curb评分,其他治疗,guideline,"""CURB评分是评估老年肺炎患者病情严重程度的工具，用于划分中重度或轻度。""",9.0
肺炎,其他治疗,治疗,经验性抗感染药物治疗,其他治疗,guideline,"""经验性抗感染药物治疗是老年肺炎的治疗方案之一，根据患者病情严重程度启动，需密切观察病情变化并及时调整。""",9.0
肺炎,其他治疗,治疗,液剂引流,其他治疗,guideline,"""液剂引流是老年肺炎中重度或有合并症患者的综合治疗措施之一，用于病情进展时。""",7.0
肺炎,其他治疗,治疗,康复,流行病学,guideline,"""康复是老年肺炎中重度或有合并症患者的综合治疗措施之一，用于病情进展时。""",7.0
肺炎,其他治疗,危险因素,鼻胃管使用,其他治疗,guideline,"""鼻胃管使用是老年肺炎的局部危险因素之一，增加误吸风险。""",7.0
肺炎,其他治疗,危险因素,营养不良,症状,guideline,"""营养不良是老年肺炎的全身危险因素之一。""",12.0
肺炎,其他治疗,危险因素,消瘦,症状,guideline,"""消瘦是老年肺炎的全身危险因素之一。""",12.0
肺炎,其他治疗,危险因素,骨髓抑制状态,其他治疗,guideline,"""骨髓抑制状态是老年肺炎的全身危险因素之一。""",12.0
肺炎,其他治疗,危险因素,口腔部细菌定植,其他治疗,guideline,"""口腔部细菌定植是老年肺炎的局部危险因素之一。""",6.0
肺炎,其他治疗,相关指南,推荐意见3,指南建议,guideline,"""推荐意见3是针对老年肺炎诊断评估的指南建议，指导胸部CT检查和有创检查的应用。""",9.0
肺炎,其他治疗,治疗,住院治疗,其他治疗,guideline,"""住院治疗是老年肺炎中重度或有合并症患者的治疗方案之一。""",8.0
肺炎,其他治疗,治疗,留取恰当标本进行病原学检测,其他治疗,guideline,"""留取恰当标本进行病原学检测是老年肺炎中重度或有合并症患者的治疗方案之一，鼓励执行。""",8.0
