name,name_raw,entity_type_unified,description
感染源,感染源,流行病学,"""感染源是指引起腹腔感染的病灶或来源，如穿孔的消化道、脓肿等，控制感染源是治疗腹腔感染的关键。""<SEP>""感染源是指病原体的来源，如医院环境、其他患者等，是医院感染防控的对象。"""
病死率,病死率,流行病学,"病死率是指因特定疾病而死亡的概率，是评估治疗效果、疾病严重程度、患者预后以及治疗方案有效性的关键指标。其具体数值和影响因素因疾病类型和临床情境而异。

在感染性疾病中，病死率是重要的预后指标。对于产超广谱β-内酰胺酶（ESBLs）的大肠埃希菌感染，使用β-内酰胺类/β-内酰胺酶抑制剂治疗的病死率与碳青霉烯类药物相同。在艰难梭菌感染（CDI）患者中，非达霉素和单克隆抗体治疗可能对病死率有微小的降低作用。严重肝病合并真菌感染患者的病死率较高且因病原体不同而异：念珠菌感染约为30-40%，曲霉菌感染为50-100%。对于腹腔感染患者，早期诊断和及时干预可降低病死率。

在急性呼吸道感染中，重症患者的病死率显著升高，下呼吸道感染的病死率位居全球死亡原因的第7位。对于多重耐药铜绿假单胞菌（MDR-PA）或泛耐药铜绿假单胞菌（PDR-PA）感染，病死率是不良预后指标且较高；慢性铜绿假单胞菌下呼吸道感染会导致病死率增加，这是慢性感染的后果而非风险因素。

病死率受诊断和治疗时机的影响：早期诊断可降低病死率，而漏诊或误诊会导致病死率升高。针对性治疗可降低病死率，例如大剂量替加环素在改善病死率方面具有优"
不良预后,不良预后,流行病学,"""不良预后指腹腔感染患者病情恶化、出现并发症或死亡等不良结局，延迟干预可导致不良预后。"""
误诊率,误诊率,流行病学,"""艾滋病合并马尔尼菲篮状菌病的诊断错误率，因临床表现多样且与其他疾病相似，导致诊断困难。""<SEP>""误诊率是诊断错误的比例，在急性阑尾炎中，老年人和育龄期女性的误诊率较高。"""
急腹症,急腹症,科室,"""急腹症是一类以急性腹痛为主要表现的疾病，通常需要急诊外科处理。"""
共识1,共识1,指南建议,"""共识1：急性阑尾炎影像学检查首选腹部超声，尤其适用于妊娠期患者；超声检查阴性的非妊娠期疑似患者可行增强CT检查；超声检查阴性妊娠期疑似患者可行MRI检查（证据等级：中；推荐强度：强烈推荐）。"""
共识2,共识2,指南建议,"""共识2：阑尾切除术是治疗急性阑尾炎最有效的方法，明确诊断后尽快手术；如无禁忌，推荐腹腔镜阑尾切除术（证据等级：高；推荐强度：强烈推荐）。"""
共识3,共识3,指南建议,"""共识3：上消化道穿孔主要表现为化学性和细菌性腹膜炎，辅助检查包括血常规、CRP、立位腹部X线片、腹盆腔CT等，必要时行超声引导下穿刺（证据等级：高；推荐强度：强烈推荐）。"""
腹腔感染实验室检测流程,腹腔感染实验室检测流程,检查,"""腹腔感染实验室检测流程是用于诊断腹腔感染的一系列检查方法的流程图，包括需氧菌培养、厌氧菌培养、真菌培养、分子检测、血清标志物检测等。"""
非重症患者,非重症患者,流行病学,"""病情较轻的患者，糖皮质激素治疗可能不会使其受益。""<SEP>""非重症患者指腹腔感染病情较轻、无脓毒症或休克的患者，应在24小时内完成感染源控制。"""
重症患者,重症患者,疾病,"重症患者是指病情危重、需要重症医学科监护和治疗的患者群体。他们是感染的高危人群，常合并多种危险因素，易出现多器官功能障碍、急性呼吸窘迫综合征、感染性休克等严重并发症，预后较差，病死率高，若未及时治疗可达15%~20%。因此，早期诊断和针对性治疗对于降低病死率、改善预后至关重要。

重症患者是医院感染控制和感染诊断的重点对象，医院感染会显著增加其死亡率和治疗成本，治疗过程中需严格防控新发医院感染。他们也是社区获得性肺炎（CAP）的高危人群，常见感染病原体包括流感病毒、肺炎链球菌、肠杆菌目细菌及嗜肺军团菌。在我国重症CAP患者中，鹦鹉热衣原体（Cps）检出率约8.0%，重症鹦鹉热患者是Cps感染的严重病例，需要静脉注射治疗，可选择四环素类联合大环内酯类或氟喹诺酮类药物进行联合治疗。此外，重症患者可能通过呼吸道、接触禽类或雀类、接触鸟类、消化道或接触皮肤排泄物等途径感染鹦鹉热，且可能成为聚集性病例的一部分。

重症患者中的严重发热伴血小板减少综合征（SFTS）患者病情严重，病毒载量高，在有创操作时气溶胶传播病毒的风险大，需加强防护和隔离措施。这类患者处于高风险，具有严重出血倾向，且病毒载量高"
血培养标本,血培养标本,检查,"""血培养标本是用于血培养的血液样本，需在腹腔感染患者出现脓毒症或休克时及时留取。""<SEP>""血培养标本是诊断新生儿脓毒症的重要检查手段，应在使用MEM前留取以指导治疗。"""
局限的急性结肠憩室炎,局限的急性结肠憩室炎,疾病,"""局限的急性结肠憩室炎是急性结肠憩室炎的一种，炎症局限于局部，部分患者可推迟或免予外科干预。"""
部分局限性上消化道穿孔,部分局限性上消化道穿孔,疾病,"""部分局限性上消化道穿孔是指穿孔局限、腹膜炎较轻的上消化道穿孔，部分患者可推迟或免予外科干预。"""
抗感染治疗无效,抗感染治疗无效,流行病学,"""抗感染治疗无效指腹腔感染患者经抗菌药物治疗后病情无改善或加重，需尽快采取措施控制感染源。"""
病情进行性加重,病情进行性加重,流行病学,"""病情进行性加重指腹腔感染患者病情持续恶化，需尽快采取措施控制感染源。"""
感染性病灶,感染性病灶,其他治疗,"""感染性病灶是引起腹腔感染的局部感染区域，需通过引流或手术控制。"""
脓液,脓液,检查,"""用于检测金黄色葡萄球菌耐药基因的适用标本类型。""<SEP>""脓液是侵袭性皮肤软组织感染的标本来源之一。""<SEP>""脓液是感染性病灶中积聚的脓性分泌物，引流脓液是控制感染的重要措施。"""
持续感染,持续感染,其他治疗,"""持续感染指感染未得到有效控制，需通过引流或手术消除感染源。"""
经皮穿刺引流术,经皮穿刺引流术,手术治疗,"""经皮穿刺引流术是在影像学引导下（如超声、CT）通过穿刺针或导管引流脓液的方法，适用于脓肿或液体积聚。"""
危重患者,危重患者,流行病学,"""Critically ill patients are a population at risk for invasive candidiasis, where probiotics can reduce incidence rates.""<SEP>""危重患者指腹腔感染病情严重、不能耐受手术的患者，可采用经皮穿刺引流。""<SEP>""危重患者是指病情严重、需要密切监护和治疗的患者群体。文中提到硫酸多黏菌素B在危重患者中的药代动力学研究。""<SEP>""危重患者是指病情严重的患者，多黏菌素E甲磺酸钠和硫酸多黏菌素B在危重患者中的药代动力学参数见表6和表7。"""
复杂腹腔脓肿,复杂腹腔脓肿,疾病,"""复杂腹腔脓肿是指位置特殊、多房性或合并其他并发症的腹腔脓肿，需根据情况采用开放引流术式。"""
经皮穿刺引流效果差或失败,经皮穿刺引流效果差或失败,流行病学,"""经皮穿刺引流效果差或失败指经皮穿刺引流后感染未控制或引流不畅，需改用其他引流方式。"""
复杂弥漫性腹膜炎,复杂弥漫性腹膜炎,疾病,"""复杂弥漫性腹膜炎是弥漫性腹膜炎的一种，病情复杂，需根据情况采用开放引流术式。"""
持续肠瘘,持续肠瘘,疾病,"""持续肠瘘是肠瘘的一种，指肠瘘持续存在，需根据情况采用开放引流术式。"""
血流动力学不稳定,血流动力学不稳定,症状,"""两性霉素B输注可能引起的严重不良反应，表现为低血压等。""<SEP>""指血压、心率等生命体征不稳定，常提示严重感染或并发症，需紧急处理。""<SEP>""老年重症肺炎的伴随症状，需使用糖皮质激素。""<SEP>""血流动力学不稳定指血压、心率等循环指标不稳定，是腹腔感染危重状态的表现。""<SEP>""血流动力学不稳定指血压、心率等循环指标异常。""<SEP>""血流动力学不稳定指血压、心率等循环指标异常，常见于感染性休克患者。""<SEP>""血流动力学不稳定指血压、心率等生命体征不稳定，是中性粒细胞减少症高危患者的危险因素。""<SEP>""高危患者的临床合并症之一，提示病情严重，需住院静脉抗菌治疗。"""
解剖结构复杂,解剖结构复杂,其他治疗,"""解剖结构复杂指腹腔内器官位置异常或粘连严重，增加手术难度。"""
术后,术后,流行病学,"""IFD发生的时间段。""<SEP>""实体器官移植后侵袭性曲霉病发生的时间段。""<SEP>""术后指手术后状态，腹腔感染可发生在术后，解剖结构可能复杂。""<SEP>""指手术后的一段时间，是手术部位感染（SSI）发生的关键时期，预防用药时间一般为术后24～72小时。""<SEP>""骨髓炎的常见发病时间，如胸骨术后、骨折内固定术后。"""
晚期恶性肿瘤,晚期恶性肿瘤,疾病,"""晚期恶性肿瘤患者腹腔感染时，解剖结构复杂，需遵循损伤控制原则。"""
存在腹腔高压,存在腹腔高压,其他治疗,"""存在腹腔高压指腹内压升高，是腹腔间隔室综合征的前兆，需遵循损伤控制原则。"""
创伤患者,创伤患者,疾病,"""创伤患者是因外伤导致重症的患者，其体温波动可能提示感染。""<SEP>""创伤患者是损伤控制手术的起源人群，现扩展至外科多个领域。"""
外科多个领域,外科多个领域,科室,"""外科多个领域指损伤控制手术已应用于除创伤外的其他外科领域，如腹腔感染。"""
第一阶段,第一阶段,其他治疗,"""第一阶段是损伤控制手术的初始阶段，通过简单而损伤小的手术控制感染及出血。"""
简单而损伤小的初始手术,简单而损伤小的初始手术,手术治疗,"""简单而损伤小的初始手术是损伤控制手术第一阶段的手术，旨在控制感染和出血。"""
控制感染及出血,控制感染及出血,其他治疗,"""控制感染及出血是损伤控制手术第一阶段的目标。"""
第二阶段,第二阶段,其他治疗,"""第二阶段是损伤控制手术的复苏阶段，旨在恢复正常的生理功能。"""
正常的生理功能,正常的生理功能,其他治疗,"""正常的生理功能是损伤控制手术第二阶段的目标。"""
第三阶段,第三阶段,其他治疗,"""第三阶段是损伤控制手术的确定性手术阶段，包括重建和腹壁闭合。"""
确定性手术,确定性手术,手术治疗,"""确定性手术是损伤控制手术第三阶段的手术，包括重建和腹壁闭合。"""
一期手术,一期手术,手术治疗,"""一期手术是人工关节感染的一种手术治疗方式，指直接更换假体。""<SEP>""一期手术是腹腔开放前的初始手术，术后暂不缝合腹壁切口。"""
腹壁切口,腹壁切口,部位,"""腹壁切口是手术切口，在腹腔开放时暂不缝合。"""
临时性材料,临时性材料,诊疗技术及设备,"""临时性材料用于覆盖腹腔开放的切口，使之暂时关闭。"""
腹内压,腹内压,其他治疗,"""腹内压是腹腔内的压力，升高可导致腹腔间隔室综合征。"""
再次清除感染坏死组织,再次清除感染坏死组织,其他治疗,"""再次清除感染坏死组织是腹腔开放的目的之一，便于及时处理并发症。"""
潜在的肠漏,潜在的肠漏,疾病,"""潜在的肠漏是腹腔感染的并发症，腹腔开放便于及时发现和处置。"""
严重创伤,严重创伤,疾病,"""严重创伤是腹腔开放的适应症之一，符合损伤控制的理念。"""
难以控制的严重腹腔感染,难以控制的严重腹腔感染,疾病,"""难以控制的严重腹腔感染是腹腔开放的适应症之一，符合损伤控制的理念。"""
感染程度,感染程度,其他治疗,"""感染程度是腹腔开放治疗腹腔感染时需综合考虑的因素之一。"""
